rank,gene,ensg,best_condition,composite_score,n_directions,directions,s_effect,s_repro,s_biology,s_context,s_network,s_genetics,s_drug,therapeutic_direction,novelty,eff_ontarget,out_degree,module_name,n_downstream,pol_shift,ctx_class,has_genetic_support,n_immune_disease_assoc,dis_max_neglog10_p,disease_categories,sm_tractable,ab_tractable,best_sm_bucket,has_clinical_drug,n_known_drugs,known_drug_moa,novel_druggable,protein_class,biotype
165,UQCRC2,ENSG00000140740,Stim48hr,0.5391,2.0,cytokine+context,0.338,0.798,0.091,0.994,0.521,0.0,1.0,suppress-inflammation,novel-druggable,9.213773260528775,124,,123,,activation-induced,False,0.0,,,True,True,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
166,PITRM1,ENSG00000107959,Stim48hr,0.5385,2.0,cytokine+context,0.47,0.498,0.091,0.999,0.763,0.0,1.0,suppress-inflammation,novel-druggable,10.454314975655947,856,,855,,late-activation,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
167,STAT5A,ENSG00000126561,Stim48hr,0.5374,2.0,cytokine+context,0.407,0.493,0.091,0.937,0.614,0.202,1.0,suppress-inflammation,novel-druggable,11.875015398301178,261,,260,,late-activation,True,4.0,10.096910013008056,asthma-allergy(3); IBD(1),True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
168,TSC1,ENSG00000165699,Stim48hr,0.5371,2.0,cytokine+network,0.461,0.546,0.455,0.0,0.806,0.104,1.0,suppress-inflammation,novel-druggable,7.011039107104755,1199,,1198,→Effector,constitutive,True,1.0,5.221848749616356,psoriasis(1),False,True,,False,0.0,,True,(inferred:protein_coding),protein_coding
169,WAC,ENSG00000095787,Stim8hr,0.5366,3.0,cytokine+polarization+network,0.515,0.601,0.545,0.36,0.897,0.0,0.3,suppress-inflammation,difficult,7.912762706010021,2476,,2475,→Effector,constitutive,True,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
170,AHR,ENSG00000106546,Rest,0.5364,2.0,cytokine+network,0.578,0.637,0.545,0.0,0.912,0.0,0.7,boost-immunity,known-drug-target,14.455686669745589,2790,,2789,,constitutive,True,0.0,,,True,False,Approved Drug,True,1.0,Aryl hydrocarbon receptor agonist [AGONIST],False,SINGLE PROTEIN,protein_coding
171,TIMM10,ENSG00000134809,Stim8hr,0.536,2.0,cytokine+context,0.46,0.145,0.338,0.999,0.79,0.0,1.0,mixed,novel-druggable,7.73646371386508,1056,,1055,→Th1,activation-induced,False,0.0,,,True,True,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
172,INO80B,ENSG00000115274,Stim8hr,0.5352,2.0,cytokine+polarization,0.432,0.501,0.424,0.442,0.676,0.0,1.0,mixed,novel-druggable,11.112572494115318,428,,427,→Th1,constitutive,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
173,GNE,ENSG00000159921,Stim48hr,0.5349,2.0,cytokine+context,0.419,0.478,0.182,0.997,0.656,0.0,1.0,suppress-inflammation,novel-druggable,10.875444344751209,363,,362,,late-activation,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
174,TADA1,ENSG00000152382,Stim8hr,0.5348,3.0,cytokine+polarization+network,0.545,0.63,0.595,0.107,0.946,0.0,0.3,mixed,difficult,8.596299314782403,3649,SAGA/Mediator coactivator,3648,→Th1; →Effector,constitutive,True,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
175,FLCN,ENSG00000154803,Stim48hr,0.5343,2.0,cytokine+context,0.401,0.505,0.182,0.964,0.67,0.0,1.0,suppress-inflammation,novel-druggable,7.926366799471207,408,,407,,late-activation,False,0.0,,,True,True,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
176,WAS,ENSG00000015285,Rest,0.5323,2.0,cytokine+polarization,0.401,0.26,0.557,0.877,0.357,0.0,1.0,suppress-inflammation,novel-druggable,26.16958843161823,33,,32,→Th2,constitutive,False,0.0,,,True,True,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
177,KDM8,ENSG00000155666,Stim48hr,0.5284,2.0,cytokine+context,0.27,0.526,0.3,0.992,0.517,0.0,1.0,suppress-inflammation,novel-druggable,1.526013063537064,120,,119,→Th1,late-activation,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
178,PGAP2,ENSG00000148985,Stim48hr,0.5278,2.0,cytokine+context,0.328,0.445,0.273,0.996,0.598,0.0,1.0,suppress-inflammation,novel-druggable,3.489670990960556,230,,229,,late-activation,False,0.0,,,False,True,,False,0.0,,True,(inferred:protein_coding),protein_coding
179,MTA2,ENSG00000149480,Stim8hr,0.5274,3.0,cytokine+polarization+network,0.552,0.6,0.65,0.064,0.852,0.0,0.3,mixed,difficult,14.935270973768338,1729,,1728,→Th1,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
180,HMBS,ENSG00000256269,Stim8hr,0.5271,2.0,cytokine+context,0.502,0.137,0.273,0.999,0.789,0.0,1.0,mixed,novel-druggable,12.7350869875171,1047,,1046,,activation-induced,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
181,DNTTIP1,ENSG00000101457,Stim8hr,0.5234,2.0,cytokine+network,0.656,0.565,0.364,0.84,0.909,0.0,0.3,boost-immunity,difficult,23.71096140773837,2725,,2724,,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
182,CCNT1,ENSG00000129315,Stim48hr,0.5227,2.0,cytokine+context,0.373,0.493,0.182,0.996,0.594,0.0,1.0,suppress-inflammation,novel-druggable,9.05721014377082,222,,221,,late-activation,True,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
183,IL2RA,ENSG00000134460,Stim48hr,0.5226,2.0,cytokine+polarization,0.257,0.076,0.469,0.441,0.323,1.0,0.7,suppress-inflammation,known-drug-target,11.327331368218507,25,,24,→Effector,mixed,True,74.0,55.52287874528034,asthma-allergy(31); other-autoimmune(15); psoriasis(13); RA(13); IBD(5); T1D(4); MS(3),False,True,,True,7.0,Interleukin-2 receptor alpha chain antagonist [ANTAGONIST]; Interleukin-2 receptor alpha chain binding agent [BINDING AGENT],False,SINGLE PROTEIN,protein_coding
184,DNAAF2,ENSG00000165506,Stim8hr,0.5222,2.0,cytokine+context,0.339,0.532,0.182,0.995,0.581,0.0,1.0,suppress-inflammation,novel-druggable,5.806374201069224,201,,200,,activation-induced,False,0.0,,,False,True,,False,0.0,,True,(inferred:protein_coding),protein_coding
185,TOMM70,ENSG00000154174,Stim48hr,0.5214,3.0,cytokine+polarization+context,0.277,0.477,0.182,0.919,0.431,0.0,1.0,suppress-inflammation,novel-druggable,7.376177138660357,60,,59,,late-activation,False,0.0,,,False,True,,False,0.0,,True,SINGLE PROTEIN,protein_coding
186,BRPF1,ENSG00000156983,Stim8hr,0.521,2.0,cytokine+network,0.568,0.59,0.182,0.28,0.856,0.0,1.0,suppress-inflammation,novel-druggable,16.502082893558093,1788,,1787,,constitutive,False,0.0,,,True,True,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
187,CSDE1,ENSG00000009307,Rest,0.5201,2.0,cytokine+network,0.649,0.512,0.314,0.0,0.858,0.0,1.0,suppress-inflammation,novel-druggable,25.93760748273524,1814,,1813,→Th1,constitutive,True,0.0,,,False,True,,False,0.0,,True,SINGLE PROTEIN,protein_coding
188,GTF3C5,ENSG00000148308,Stim8hr,0.5188,2.0,cytokine+context,0.352,0.856,0.182,0.996,0.603,0.328,0.3,suppress-inflammation,difficult,6.057717527233461,239,,238,,activation-induced,True,1.0,16.397940008672037,T1D(1),False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
189,XIAP,ENSG00000101966,Stim8hr,0.5178,2.0,cytokine+context,0.276,0.789,0.091,0.987,0.44,0.0,1.0,suppress-inflammation,novel-druggable,6.657302194537452,65,,64,,activation-induced,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
190,MEST,ENSG00000106484,Stim8hr,0.516,2.0,cytokine+context,0.418,0.312,0.182,0.998,0.735,0.0,1.0,boost-immunity,novel-druggable,6.035064773397279,682,,681,,activation-induced,False,0.0,,,False,True,,False,0.0,,True,SINGLE PROTEIN,protein_coding
191,PPCS,ENSG00000127125,Stim8hr,0.516,2.0,cytokine+polarization,0.419,0.523,0.472,0.079,0.754,0.0,1.0,mixed,novel-druggable,5.133297688711335,792,,791,→Th1; →Effector,mixed,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
192,DIS3L,ENSG00000166938,Stim8hr,0.5141,2.0,cytokine+context,0.399,0.397,0.182,0.996,0.618,0.0,1.0,suppress-inflammation,novel-druggable,10.703114471885948,270,,269,,activation-induced,False,0.0,,,False,True,,False,0.0,,True,(inferred:protein_coding),protein_coding
193,CXXC1,ENSG00000154832,Stim48hr,0.5122,2.0,cytokine+polarization,0.42,0.742,0.636,0.428,0.763,0.0,0.3,suppress-inflammation,difficult,4.650916245162281,853,,852,,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
194,ATG14,ENSG00000126775,Stim48hr,0.5117,2.0,cytokine+context,0.338,0.445,0.182,0.996,0.617,0.0,1.0,suppress-inflammation,novel-druggable,3.601052720856205,267,,266,,late-activation,True,0.0,,,True,True,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
195,LMTK2,ENSG00000164715,Stim8hr,0.5117,2.0,cytokine+polarization,0.431,0.301,0.279,0.776,0.719,0.0,1.0,boost-immunity,novel-druggable,8.517262142169765,600,,599,→Th1,constitutive,False,0.0,,,True,True,Druggable Family,False,0.0,,True,SINGLE PROTEIN,protein_coding
196,MPG,ENSG00000103152,Stim48hr,0.5105,2.0,cytokine+context,0.378,0.682,0.0,0.994,0.557,0.0,1.0,suppress-inflammation,novel-druggable,11.7322816172389,166,,165,,activation-induced,False,0.0,,,True,False,High-Quality Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
197,PHIP,ENSG00000146247,Stim48hr,0.5103,2.0,cytokine+context,0.39,0.515,0.091,0.927,0.517,0.104,1.0,suppress-inflammation,novel-druggable,15.480832889913284,120,,119,,late-activation,True,1.0,5.221848749616356,other-autoimmune(1),True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
198,ADAM19,ENSG00000135074,Stim48hr,0.5091,2.0,cytokine+polarization,0.393,0.178,0.479,0.298,0.682,0.222,1.0,boost-immunity,novel-druggable,6.240291494839422,449,,448,→Th1; →Effector,constitutive,True,5.0,11.096910013008056,asthma-allergy(4); psoriasis(1),False,True,,False,0.0,,True,(inferred:protein_coding),protein_coding
199,VBP1,ENSG00000155959,Stim48hr,0.5089,2.0,cytokine+context,0.387,0.526,0.182,0.981,0.413,0.0,1.0,suppress-inflammation,novel-druggable,21.236540509586085,52,,51,,late-activation,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
200,SIN3B,ENSG00000127511,Stim48hr,0.506,2.0,cytokine+network,0.525,0.532,0.273,0.125,0.843,0.0,1.0,suppress-inflammation,novel-druggable,12.31814441387797,1614,,1613,,constitutive,False,0.0,,,True,True,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
201,ZNF649,ENSG00000198093,Stim48hr,0.5059,2.0,cytokine+context,0.453,0.627,0.364,0.999,0.803,0.0,0.3,suppress-inflammation,difficult,6.165889161322197,1174,,1173,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
202,POLRMT,ENSG00000099821,Stim48hr,0.5056,2.0,cytokine+context,0.28,0.514,0.182,0.994,0.547,0.0,1.0,suppress-inflammation,novel-druggable,0.948530243780268,153,,152,,late-activation,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
203,WAPL,ENSG00000062650,Stim8hr,0.5053,2.0,cytokine+context,0.427,0.674,0.364,0.999,0.766,0.0,0.3,suppress-inflammation,difficult,5.274157744120465,876,,875,,activation-induced,True,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
204,PPP4C,ENSG00000149923,Stim48hr,0.503,2.0,cytokine+polarization,0.254,0.901,0.416,0.117,0.389,0.0,1.0,suppress-inflammation,novel-druggable,7.040014405727322,43,,42,→Th1; →Effector,constitutive,True,0.0,,,False,True,,False,0.0,,True,SINGLE PROTEIN,protein_coding
205,KTN1,ENSG00000126777,Stim8hr,0.5022,2.0,cytokine+context,0.387,0.465,0.182,0.92,0.504,0.0,1.0,mixed,novel-druggable,15.990671608166569,108,,107,,activation-induced,False,0.0,,,False,True,,False,0.0,,True,SINGLE PROTEIN,protein_coding
206,HEATR3,ENSG00000155393,Stim8hr,0.5019,2.0,cytokine+context,0.379,0.765,0.364,0.998,0.673,0.0,0.3,mixed,difficult,5.082326091031544,417,,416,→Effector,activation-induced,True,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
207,LEO1,ENSG00000166477,Stim8hr,0.5005,3.0,cytokine+polarization+network,0.565,0.581,0.547,0.0,0.906,0.0,0.3,suppress-inflammation,difficult,13.311349892022893,2664,,2663,→Effector,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
208,ARPC1B,ENSG00000130429,Stim48hr,0.4991,2.0,cytokine+context,0.451,0.561,0.091,0.897,0.44,0.0,1.0,mixed,novel-druggable,27.14788361533128,65,,64,,activation-induced,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
209,GNG5,ENSG00000174021,Stim8hr,0.4985,2.0,cytokine+context,0.328,0.27,0.273,0.996,0.594,0.0,1.0,suppress-inflammation,novel-druggable,3.737522249055362,223,,222,,activation-induced,False,0.0,,,False,True,,False,0.0,,True,(inferred:protein_coding),protein_coding
210,TIMP1,ENSG00000102265,Stim8hr,0.4983,2.0,cytokine+context,0.252,0.5,0.273,0.99,0.368,0.0,1.0,suppress-inflammation,novel-druggable,8.059393245155452,36,,35,,activation-induced,False,0.0,,,False,True,,False,0.0,,True,(inferred:protein_coding),protein_coding
211,TNRC6A,ENSG00000090905,Stim48hr,0.4968,2.0,cytokine+network,0.484,0.564,0.364,0.93,0.838,0.0,0.3,mixed,difficult,7.76336855552497,1547,,1546,,constitutive,True,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
212,CCDC134,ENSG00000100147,Stim48hr,0.4946,2.0,cytokine+context,0.355,0.246,0.364,0.858,0.508,0.0,1.0,boost-immunity,novel-druggable,11.949429364211191,112,,111,,late-activation,False,0.0,,,False,True,,False,0.0,,True,(inferred:protein_coding),protein_coding
213,NAB2,ENSG00000166886,Stim8hr,0.4941,2.0,polarization+context,0.459,0.569,0.435,0.997,0.632,0.0,0.3,boost-immunity,difficult,16.88158589006466,302,,301,→Th1,activation-induced,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
214,GSS,ENSG00000100983,Stim48hr,0.4939,2.0,cytokine+polarization,0.4,0.436,0.41,0.242,0.675,0.0,1.0,suppress-inflammation,novel-druggable,7.486619501483103,424,,423,→Treg,constitutive,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
215,RAP2A,ENSG00000125249,Stim8hr,0.4926,2.0,cytokine+context,0.286,0.496,0.182,0.986,0.455,0.0,1.0,suppress-inflammation,novel-druggable,6.95969561470157,73,,72,,activation-induced,False,0.0,,,True,True,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
216,RAB11FIP1,ENSG00000156675,Stim8hr,0.4909,2.0,cytokine+context,0.532,0.057,0.182,0.998,0.716,0.0,1.0,boost-immunity,novel-druggable,20.51354574926861,588,,587,,activation-induced,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
217,COASY,ENSG00000068120,Stim8hr,0.487,2.0,cytokine+context,0.388,0.527,0.367,0.998,0.724,0.1,0.3,mixed,difficult,3.1869415482584755,623,,622,→Th1,activation-induced,True,1.0,5.0,IBD(1),False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
218,DHX36,ENSG00000174953,Stim48hr,0.4859,2.0,cytokine+network,0.522,0.561,0.727,0.0,0.888,0.0,0.3,suppress-inflammation,difficult,9.363145639568671,2299,,2298,,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
219,RICTOR,ENSG00000164327,Stim48hr,0.4845,2.0,cytokine+polarization,0.399,0.477,0.434,0.105,0.618,0.0,1.0,suppress-inflammation,novel-druggable,10.73779904750624,269,,268,→Treg,constitutive,False,0.0,,,True,True,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
220,UFL1,ENSG00000014123,Stim8hr,0.4815,2.0,cytokine+polarization,0.463,0.777,0.455,0.341,0.818,0.0,0.3,boost-immunity,difficult,6.4556585013794034,1321,,1320,→Th1; →Effector,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
221,CDC25B,ENSG00000101224,Stim8hr,0.4813,2.0,cytokine+polarization,0.486,0.36,0.4,0.0,0.807,0.0,1.0,boost-immunity,novel-druggable,9.793112612801773,1208,,1207,→Effector,mixed,True,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
222,SMG1,ENSG00000157106,Stim8hr,0.4812,2.0,cytokine+network,0.482,0.253,0.364,0.138,0.907,0.0,1.0,suppress-inflammation,novel-druggable,3.471467132562452,2684,,2683,,constitutive,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
223,NFKB1,ENSG00000109320,Rest,0.4803,2.0,cytokine+polarization,0.358,0.21,0.531,0.391,0.481,0.354,0.7,boost-immunity,known-drug-target,13.872222492377736,90,,89,→Th1,constitutive,True,19.0,17.69897000433602,asthma-allergy(8); other-autoimmune(7); IBD(3); psoriasis(2); MS(1),True,True,Advanced Clinical,True,1.0,,False,SINGLE PROTEIN,protein_coding
224,DPH5,ENSG00000117543,Stim48hr,0.4799,2.0,cytokine+polarization,0.49,0.536,0.451,0.443,0.812,0.144,0.3,mixed,difficult,10.027805448740509,1254,,1253,→Treg,constitutive,True,2.0,7.221848749616356,IBD(2),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
225,EGR2,ENSG00000122877,Stim8hr,0.4793,2.0,cytokine+context,0.475,0.542,0.182,0.999,0.763,0.17,0.3,suppress-inflammation,difficult,11.061330168611285,855,,854,,activation-induced,True,1.0,8.522878745280337,asthma-allergy(1),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
226,USP22,ENSG00000124422,Stim48hr,0.4787,2.0,cytokine+network,0.65,0.555,0.545,0.144,0.86,0.0,0.3,suppress-inflammation,difficult,25.840992081721925,1849,,1848,,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
227,CAMK1,ENSG00000134072,Stim48hr,0.4779,2.0,cytokine+context,0.308,0.401,0.182,0.984,0.433,0.0,1.0,suppress-inflammation,novel-druggable,10.879698110229633,61,,60,,late-activation,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
228,COX19,ENSG00000240230,Stim8hr,0.4762,2.0,cytokine+context,0.371,0.742,0.091,0.998,0.636,0.263,0.3,suppress-inflammation,difficult,6.362562164244811,310,,309,,activation-induced,True,5.0,13.154901959985745,IBD(5),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
229,IRF8,ENSG00000140968,Stim8hr,0.4758,2.0,cytokine+context,0.342,0.29,0.323,0.989,0.478,0.543,0.3,boost-immunity,difficult,12.212445366013316,88,,87,→Th1,activation-induced,True,5.0,27.154901959985743,SLE(4); other-autoimmune(1),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
230,GAB2,ENSG00000033327,Stim48hr,0.4725,2.0,cytokine+context,0.297,0.433,0.182,0.914,0.422,0.0,1.0,suppress-inflammation,novel-druggable,10.242711921534642,56,,55,,activation-induced,True,0.0,,,True,True,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
231,FAM204A,ENSG00000165669,Stim8hr,0.4717,2.0,cytokine+context,0.345,0.831,0.273,0.993,0.536,0.0,0.3,suppress-inflammation,difficult,9.096392661840817,140,,139,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
232,GRSF1,ENSG00000132463,Stim48hr,0.4712,2.0,context+network,0.693,0.503,0.091,0.998,0.86,0.0,0.3,suppress-inflammation,difficult,30.89855700992183,1849,,1848,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
233,MIPEP,ENSG00000027001,Stim48hr,0.4708,2.0,cytokine+network,0.489,0.536,0.273,0.868,0.879,0.0,0.3,suppress-inflammation,difficult,6.004003365005119,2144,Mitochondrial gene expression,2143,,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
234,RTRAF,ENSG00000087302,Stim8hr,0.4708,2.0,cytokine+network,0.552,0.664,0.273,0.333,0.887,0.16,0.3,suppress-inflammation,difficult,12.83220507213412,2287,,2286,,constitutive,True,1.0,8.0,other-autoimmune(1),False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
235,LIN7C,ENSG00000148943,Stim48hr,0.4696,2.0,cytokine+polarization,0.343,0.069,0.441,0.956,0.313,0.0,1.0,suppress-inflammation,novel-druggable,21.906199402756567,23,,22,→Th2,activation-induced,False,0.0,,,False,True,,False,0.0,,True,(inferred:protein_coding),protein_coding
236,CARS2,ENSG00000134905,Stim48hr,0.4689,2.0,cytokine+context,0.468,0.76,0.091,0.999,0.79,0.0,0.3,suppress-inflammation,difficult,8.689248628194793,1059,,1058,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
237,ALKBH2,ENSG00000189046,Stim48hr,0.4685,2.0,cytokine+context,0.28,0.214,0.269,0.991,0.49,0.0,1.0,boost-immunity,novel-druggable,4.1860333891918415,97,,96,→Effector,activation-induced,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
238,NDUFA9,ENSG00000139180,Stim48hr,0.4665,2.0,cytokine+context,0.423,0.45,0.091,0.998,0.701,0.0,0.7,suppress-inflammation,known-drug-target,8.612995678005658,521,,520,,late-activation,False,0.0,,,True,False,Approved Drug,True,3.0,Mitochondrial complex I (NADH dehydrogenase) inhibitor [INHIBITOR],False,PROTEIN COMPLEX,protein_coding
239,ZMYM2,ENSG00000121741,Stim8hr,0.4655,2.0,polarization+context,0.472,0.412,0.413,0.997,0.634,0.0,0.3,hub/context (direction depends on downstream),difficult,18.29199677801317,305,,304,→Th1,activation-induced,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
240,GPT2,ENSG00000166123,Stim8hr,0.4627,2.0,cytokine+context,0.278,0.874,0.273,0.99,0.493,0.0,0.3,suppress-inflammation,difficult,3.881499916110538,99,,98,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
241,APC,ENSG00000134982,Rest,0.4611,2.0,cytokine+polarization,0.36,0.429,0.431,0.0,0.646,0.0,1.0,mixed,novel-druggable,4.461051071292344,337,,336,→Th2; →Treg,mixed,False,0.0,,,True,True,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
242,PARP2,ENSG00000129484,Stim48hr,0.4603,2.0,cytokine+context,0.313,0.538,0.182,0.95,0.544,0.0,0.7,suppress-inflammation,known-drug-target,4.936286017773915,149,,148,,activation-induced,False,0.0,,,True,False,Approved Drug,True,12.0,Poly [ADP-ribose] polymerase 2 inhibitor [INHIBITOR],False,SINGLE PROTEIN,protein_coding
243,UBXN1,ENSG00000162191,Stim8hr,0.4599,3.0,cytokine+context+network,0.526,0.194,0.182,1.0,0.939,0.0,0.3,mixed,difficult,6.792549085997379,3444,,3443,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
244,WDR59,ENSG00000103091,Rest,0.4595,2.0,cytokine+polarization,0.408,0.779,0.419,0.404,0.707,0.0,0.3,mixed,difficult,6.485458894684584,547,,546,→Treg,constitutive,True,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
245,NFRKB,ENSG00000170322,Stim8hr,0.459,2.0,cytokine+network,0.632,0.632,0.455,0.0,0.917,0.0,0.3,suppress-inflammation,difficult,20.5438187996058,2892,,2891,,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
246,PDSS2,ENSG00000164494,Rest,0.4587,2.0,cytokine+network,0.438,0.782,0.355,0.405,0.776,0.0,0.3,suppress-inflammation,difficult,6.105850058475155,943,,942,→Th1,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
247,HNRNPM,ENSG00000099783,Stim8hr,0.458,2.0,polarization+context,0.35,0.568,0.404,0.993,0.536,0.0,0.3,hub/context (direction depends on downstream),difficult,9.697004338130547,140,,139,→Th1,activation-induced,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
248,INTS10,ENSG00000104613,Stim48hr,0.4569,2.0,cytokine+network,0.569,0.542,0.337,0.488,0.875,0.0,0.3,boost-immunity,difficult,15.59288355511929,2076,,2075,→Effector,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
249,SEC14L1,ENSG00000129657,Stim8hr,0.4534,2.0,cytokine+context,0.387,0.534,0.182,0.998,0.728,0.134,0.3,suppress-inflammation,difficult,2.810861061256782,646,,645,,activation-induced,True,1.0,6.698970004336019,other-autoimmune(1),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
250,QRSL1,ENSG00000130348,Stim48hr,0.4518,2.0,cytokine+context,0.379,0.498,0.364,0.996,0.618,0.0,0.3,suppress-inflammation,difficult,8.342910007525184,269,,268,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
251,TFAP4,ENSG00000090447,Stim48hr,0.4503,2.0,cytokine+polarization,0.377,0.514,0.502,0.615,0.689,0.0,0.3,suppress-inflammation,difficult,4.022820213518194,472,,471,→Th1,constitutive,True,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
252,EIF4G2,ENSG00000110321,Stim8hr,0.449,2.0,cytokine+network,0.54,0.478,0.545,0.114,0.9,0.0,0.3,suppress-inflammation,difficult,10.718678286206217,2530,,2529,→Th1,constitutive,True,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
253,ZBTB14,ENSG00000198081,Stim48hr,0.4472,2.0,cytokine+context,0.342,0.771,0.182,0.995,0.588,0.0,0.3,suppress-inflammation,difficult,5.75542747996358,211,,210,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
254,PCGF1,ENSG00000115289,Stim8hr,0.447,2.0,cytokine+polarization,0.574,0.618,0.412,0.224,0.776,0.0,0.3,boost-immunity,difficult,21.95315300590408,948,,947,→Th2,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
255,INTS15,ENSG00000146576,Stim8hr,0.4468,2.0,cytokine+context,0.414,0.788,0.091,0.997,0.63,0.0,0.3,mixed,difficult,11.7251923615863,296,,295,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
